index;x;y;z
770;-0.213409;0.668243;-0.436157
771;-0.914139;2.082520;-1.974442
772;-0.209839;0.245453;-0.776566
773;-1.074570;1.052170;0.386581
774;-0.387299;0.447662;0.202316
775;-0.197327;0.696259;0.458984
776;0.054840;1.867355;0.153259
777;-0.133209;0.726883;-0.688354
778;-0.426514;0.747192;0.195770
779;-0.179413;0.948105;-0.155106
780;-0.018936;0.744705;0.053162
781;-0.222183;0.849869;0.014221
782;-0.120712;1.117569;-0.415695
783;-0.093597;1.197845;0.175201
784;0.183151;1.313156;-0.106049
785;0.112640;1.381729;-0.261871
786;-0.258362;1.121658;-0.148392
787;-0.392578;1.068542;0.271790
788;-0.705856;1.335587;0.134796
789;-0.279556;1.015091;0.094315
790;0.154419;0.738266;0.046722
791;-0.065155;0.684570;0.071930
792;-0.400772;0.369583;0.134918
793;-0.266296;0.240158;-0.080627
794;-0.365234;0.602478;-0.412277
795;-0.986771;2.361496;-2.090591
796;-0.060547;0.202774;-0.783981
797;-0.680298;0.632690;0.625412
798;-1.843384;2.477142;-3.020981
799;0.095352;0.197159;0.501083
800;0.084656;1.800293;0.230103
801;0.146606;0.741409;0.052094
802;-0.492416;1.011368;-0.461090
803;-0.209122;0.907547;-0.111099
804;-0.093277;0.747009;0.090302
805;-0.192368;0.942902;0.027237
806;-0.033142;1.107376;-0.378601
807;0.066330;1.238922;-0.015411
808;0.079468;1.361145;-0.281281
809;-0.009033;1.324112;-0.221191
810;-0.254395;1.168152;-0.002151
811;-0.644394;1.252014;0.273514
812;-0.594421;1.218719;0.087860
813;-0.008926;1.079010;0.009857
814;0.195099;0.721786;-0.032669
815;-0.292221;0.579132;0.249664
816;-0.317703;0.319229;0.081772
817;-0.153214;0.246506;-0.127899
818;-0.425949;0.935654;-0.765717
819;-0.936234;1.521790;-1.701111
820;-0.204300;0.069824;-0.571533
821;-0.887512;2.138153;0.434082
822;-0.288574;-0.080841;0.723648
823;-0.225723;1.260437;0.632965
824;0.224976;1.437958;0.091003
825;-0.200653;0.915237;-0.287949
826;-0.383850;0.799179;-0.057785
827;-0.064056;0.913422;-0.019531
828;-0.068893;0.761292;0.128357
829;-0.328903;0.987335;-0.223404
830;-0.021103;1.186325;0.052185
831;0.137802;1.165833;0.109558
832;-0.036102;1.408035;-0.202881
833;-0.013138;1.162704;-0.372162
834;-0.150848;1.317795;0.089676
835;-0.575699;1.162918;0.261520
836;-0.710297;1.296356;0.004929
837;-0.066299;1.017303;0.081909
838;0.216232;0.790176;0.021790
839;-0.349869;0.530533;0.169373
840;-0.258942;0.292664;0.080200
841;-0.151199;0.340714;-0.131378
842;-0.471970;1.017609;-0.722992
843;-1.060852;1.506516;-1.599884
844;-0.711563;0.722183;-0.709488
845;-0.660339;1.394455;-0.377518
846;-0.106583;0.200882;0.365295
847;-0.144791;1.773743;0.515533
848;0.066315;0.995667;-0.602493
849;-0.288544;0.820511;0.065109
850;-0.289932;0.877121;-0.167313
851;0.005615;0.989258;-0.170898
852;-0.089615;0.753922;0.074905
853;-0.204117;0.984482;-0.232834
854;-0.048172;1.109238;-0.024643
855;-0.039276;1.142960;0.076569
856;-0.053802;1.313766;-0.193497
857;-0.032806;1.243179;-0.504837
858;-0.112122;1.416794;0.018402
859;-0.475204;1.157455;0.398224
860;-0.641373;1.277679;0.023163
861;-0.068481;0.913284;0.063644
862;0.372665;0.800095;0.208603
863;-0.354050;0.583069;0.081345
864;-0.346252;0.301987;0.148834
865;-0.164062;0.313309;-0.080322
866;-0.426132;0.950211;-0.828339
867;-0.759216;1.594284;-1.733414
868;-0.113373;-0.018143;-0.395996
869;-0.685913;1.871841;1.256760
870;-0.142517;-0.068466;1.100113
871;-0.420135;1.053909;0.409378
872;0.111237;1.395462;0.073578
873;0.039474;0.705170;0.071564
874;-0.342682;0.967377;0.027145
875;-0.092484;0.829193;-0.007751
876;-0.208450;0.884003;0.097580
877;-0.171448;1.044479;-0.518082
878;0.009964;1.187134;-0.050705
879;0.200577;1.186310;0.245895
880;-0.092606;1.477554;0.017731
881;-0.267319;1.155869;-0.049576
882;-0.443466;1.152740;0.207550
883;-0.756897;1.226929;0.093277
884;-0.268326;1.148621;0.078445
885;0.129684;0.870316;0.019791
886;-0.177734;0.585388;0.056107
887;-0.325470;0.477203;0.131226
888;-0.194565;0.306412;0.004608
889;-0.228790;0.465805;-0.197662
890;-0.863174;2.146225;-1.772995
891;-0.440323;0.472794;-0.766495
892;-0.831879;0.909134;0.132217
893;-0.546722;1.232742;-0.829956
894;-0.270172;0.377289;0.273865
895;-0.207275;1.970383;0.233322
896;0.198730;0.818573;-0.062790
897;-0.264938;1.000153;0.314499
898;-0.196686;0.926300;-0.279770
899;-0.042297;0.747559;0.134277
900;-0.182251;0.865585;-0.004837
901;-0.169922;1.136063;-0.710373
902;-0.063217;1.167435;0.225235
903;0.224854;1.207581;0.160522
904;-0.019562;1.414429;0.062408
905;-0.210571;1.330780;-0.138382
906;-0.420731;0.892654;0.197372
907;-0.508499;1.295441;0.090820
908;-0.358261;1.163040;0.120117
909;-0.002518;0.924179;0.018234
910;-0.119949;0.736740;0.031998
911;-0.272141;0.529022;0.146942
912;-0.230286;0.329117;-0.017166
913;-0.202713;0.404129;-0.266525
914;-0.620483;1.450424;-1.190735
915;-0.460007;0.871429;-1.068802
916;-0.584137;0.629990;0.187561
917;-0.866165;1.905762;-1.759506
918;-0.437088;0.177460;-0.044800
919;-0.061325;1.794739;0.508270
920;0.330414;0.988983;-0.026337
921;-0.293350;0.940262;-0.064026
922;-0.548782;0.724243;-0.182465
923;-0.202026;0.825699;-0.135880
924;-0.279770;0.929993;-0.114365
925;-0.097214;0.967346;-0.019455
926;0.000595;1.063354;0.031448
927;0.050095;1.217773;0.150589
928;-0.116257;1.172363;-0.265411
929;0.396667;1.671509;0.109650
930;-0.490311;1.081940;0.028793
931;-0.377258;1.140411;0.105545
932;-0.415146;1.674606;0.298035
933;-0.368927;1.172226;0.028595
934;-0.110886;0.790176;0.295258
935;-0.017151;0.838638;-0.097244
936;-0.362854;0.464981;0.210114
937;-0.360611;0.250580;-0.121246
938;-0.285645;0.397537;-0.262833
939;-0.219437;1.034576;-0.742142
940;-0.502258;1.213364;-0.989914
941;-0.074173;0.496597;-0.541977
942;-0.388916;0.943192;-0.335785
943;-1.011246;1.957062;-0.445755
944;0.023026;-0.352066;0.970947
945;-0.022217;1.431427;0.153687
946;0.248337;0.976410;0.193222
947;-0.604065;1.171158;-1.084564
948;-0.603104;0.790817;-0.006729
949;-0.130478;0.824356;-0.090836
950;-0.345062;0.827103;0.181229
951;-0.194778;0.860794;-0.021423
952;-0.091064;1.002060;-0.054001
953;-0.053680;1.218109;-0.146362
954;0.136292;1.322479;-0.127640
955;0.121368;1.261749;-0.305969
956;-0.033142;1.477020;-0.095993
957;-0.070831;1.196289;0.274536
958;-0.190292;1.423019;0.254913
959;-0.054337;1.231201;0.084396
960;0.352341;1.056091;0.029434
961;0.289597;1.143921;-0.048935
962;-0.439438;0.762711;0.611877
963;-0.619507;0.411697;0.145035
964;-0.655090;0.521210;0.072937
965;-0.311996;0.358215;-0.453842
966;-0.587051;2.097473;-2.453552
967;0.330734;0.466843;-1.128082
968;-0.531784;1.215439;0.784241
969;-1.282745;1.169739;-1.255661
970;-0.018036;0.375748;-0.381866
971;0.219803;2.085892;0.344193
972;-0.211777;0.951859;-0.187943
973;-0.865860;0.616898;0.170532
974;-0.206924;0.827896;-0.000504
975;-0.376068;0.797195;0.060364
976;-0.446869;0.877991;-0.127686
977;0.000916;1.074936;-0.166946
978;0.130707;1.055542;-0.179886
979;-0.084000;1.238510;0.022766
980;0.041275;1.352829;-0.410049
981;-0.022797;1.413132;-0.327118
982;-0.385315;1.374466;0.415741
983;-0.592178;1.517929;0.040909
984;-0.204666;1.172775;0.106995
985;0.007645;1.103790;-0.252106
986;-0.274338;0.712219;0.258820
987;-0.351074;0.001831;0.041824
988;-0.249207;0.222672;-0.158218
989;-0.327576;0.396637;-0.539078
990;-0.900314;0.988907;-1.582489
991;-0.422668;0.013580;-0.625671
992;-2.315231;2.204895;-0.555740
993;-0.301727;-0.454620;-0.289261
994;-0.347504;1.208572;0.215897
995;-0.419006;1.488968;-0.012619
996;0.146881;1.237534;-0.281952
997;-0.184998;0.794144;-0.053787
998;-0.202682;0.877060;-0.272949
999;-0.371735;0.768433;-0.206421
1000;-0.317047;0.692459;-0.052521
1001;-0.008331;0.885071;0.177750
1002;-0.026917;1.125748;-0.209579
1003;0.192444;1.262711;0.275146
1004;-0.182419;1.276611;-0.100571
1005;0.246780;1.405045;-0.297668
1006;-0.273376;1.322006;0.092163
1007;-0.439224;1.080093;0.103546
1008;-0.744324;1.423355;-0.017288
1009;-0.185272;0.860092;0.089767
1010;0.236008;0.758575;0.034241
1011;-0.130157;0.669327;0.210770
1012;-0.413010;0.292160;0.198227
1013;-0.215530;0.234207;-0.125122
1014;-0.251633;0.822342;-0.615326
1015;-0.744888;1.956650;-1.884598
1016;-0.310852;0.292114;-0.556396
1017;-0.957077;2.102692;0.769943
1018;-0.227249;-0.489761;1.473465
1019;-0.576187;1.048248;0.056839
1020;0.063339;1.725540;0.216919
1021;-0.053146;0.947189;-0.691483
1022;-0.097458;0.703247;0.096039
1023;-0.421860;0.981171;-0.087677
1024;-0.186127;0.685272;0.031647
1025;-0.210251;0.942322;-0.002121
1026;0.008942;1.063568;-0.069595
1027;0.169022;1.318634;0.046280
1028;-0.136185;1.276505;-0.391403
1029;-0.021088;1.407776;-0.281616
1030;-0.253235;1.346558;0.015564
1031;-0.759644;1.141052;0.055939
1032;-0.501770;1.128265;-0.064545
1033;0.054520;0.972748;0.059341
1034;0.044052;0.687241;-0.039291
1035;-0.407700;0.449326;0.218002
1036;-0.238586;0.199219;0.051956
1037;-0.095276;0.373138;-0.142090
1038;-0.440231;1.602356;-1.269501
1039;-0.492950;1.014999;-1.086670
1040;-0.253937;0.099869;-0.153961
1041;-0.556671;1.844864;0.395325
1042;-0.565414;-0.046631;1.443390
1043;-0.428558;0.901169;-0.610245
1044;-0.035019;1.814850;0.282791
1045;-0.102798;1.104050;-0.183105
1046;-0.411575;0.926712;-0.102203
1047;-0.288666;0.706085;-0.104218
1048;-0.035522;0.544067;0.070450
1049;0.006363;0.676788;-0.039047
1050;-0.047195;1.116684;-0.164474
1051;0.039795;1.700333;0.296463
1052;-0.044617;1.363571;-0.119614
1053;-0.182068;1.327759;-0.142700
1054;-0.271606;1.132523;0.281693
1055;-0.497253;1.327118;0.281082
1056;-0.700119;1.195038;0.001190
1057;0.013443;0.770737;0.101791
1058;0.216965;0.697021;-0.130905
1059;-0.265091;0.424728;0.174362
1060;-0.100388;0.151031;0.035339
1061;-0.136749;0.506485;-0.326874
1062;-1.394714;2.326889;-2.224380
1063;-0.648987;0.504822;-0.584991
1064;-1.150726;2.030411;-0.242569
1065;0.308884;-0.600967;1.338120
1066;-0.407089;1.346283;0.831573
1067;0.126984;1.712570;-0.364197
1068;-0.197403;0.733154;0.110870
1069;-0.401611;0.766510;-0.117996
1070;-0.099594;0.942841;-0.137497
1071;-0.106201;0.705902;-0.036575
1072;-0.119614;0.845551;0.089523
1073;-0.023880;1.168472;-0.637558
1074;0.123413;1.253586;0.061874
1075;0.215454;1.271149;0.019943
1076;-0.136948;1.345154;-0.197433
1077;-0.186310;1.336197;-0.138901
1078;-0.222351;1.171738;0.515854
1079;-0.786224;1.414368;0.042709
1080;-0.317627;0.958633;-0.061386
1081;0.217026;0.742081;0.203995
1082;-0.013962;0.603745;0.016586
1083;-0.368362;0.240204;0.234634
1084;-0.091995;0.180069;-0.043747
1085;-0.278214;0.927795;-0.970535
1086;-0.898163;1.551636;-1.620880
1087;-0.014587;-0.178238;-0.662781
1088;-0.887848;2.139633;0.772415
1089;-0.151779;-0.385406;1.398544
1090;-0.387283;0.978363;0.605484
1091;-0.015274;1.925262;0.133591
1092;-0.219009;0.706604;-0.773621
1093;-0.151642;0.747238;0.038071
1094;-0.165009;0.794754;-0.140671
1095;-0.147278;0.734344;0.127808
1096;-0.212448;1.074295;-0.202713
1097;0.065170;1.245544;0.304428
1098;0.236877;1.402176;-0.072083
1099;0.012726;1.498276;-0.285629
1100;-0.337891;1.183472;-0.149902
1101;-0.364258;1.034180;0.297531
1102;-0.746689;1.452789;0.139801
1103;-0.192230;1.038406;0.018097
1104;0.175598;0.791489;0.014694
1105;-0.116272;0.591187;0.136124
1106;-0.258179;0.284042;0.189438
1107;-0.112335;0.245575;-0.040131
1108;-0.437851;0.786407;-0.774841
1109;-1.351212;1.684113;-1.412766
1110;-0.808182;0.714584;-0.484283
1111;-0.409927;1.281357;-0.937531
1112;-0.101791;0.080902;0.258057
1113;-0.356003;1.614166;0.417572
1114;0.080490;1.263306;-0.126846
1115;-0.254562;0.781036;0.012802
1116;-0.182312;0.846725;-0.234299
1117;-0.138855;0.920685;-0.187485
1118;-0.160828;0.773499;-0.047653
1119;-0.117798;0.900146;-0.021408
1120;-0.026230;1.102173;-0.131134
1121;0.151840;1.259720;0.167236
1122;-0.036530;1.336334;-0.248230
1123;0.038879;1.384201;-0.020279
1124;-0.275223;1.172638;0.022568
1125;-0.426132;1.117630;0.242035
1126;-0.729904;1.472443;-0.017303
1127;-0.066559;0.961777;-0.082001
1128;0.288940;0.731461;0.090271
1129;-0.264587;0.474869;0.289200
1130;-0.322678;0.311142;0.164017
1131;-0.143661;0.250854;-0.099686
1132;-0.503937;1.229599;-1.240479
1133;-0.820007;1.160263;-1.289307
1134;0.043427;-0.255661;-0.497910
1135;-0.579010;1.262650;1.081238
1136;-0.935226;0.981781;0.837982
1137;-0.231354;0.597275;0.237732
1138;-0.154495;1.772858;0.129425
1139;0.094849;0.816055;0.097290
1140;-0.347824;0.955856;-0.154678
1141;-0.003799;0.925583;-0.079163
1142;0.058060;0.753952;-0.055267
1143;-0.166733;0.917007;-0.021408
1144;-0.068069;1.117661;-0.492844
1145;0.107086;1.267929;0.140961
1146;-0.082764;1.331406;-0.341904
1147;-0.224472;1.062042;-0.458923
1148;-0.061447;1.422089;0.355850
1149;-0.600418;1.579788;0.261520
1150;-0.562683;1.131485;-0.024216
1151;0.037506;0.927475;0.170593
1152;0.219238;0.744629;-0.050110
1153;-0.343918;0.420471;0.261444
1154;-0.243622;0.206345;0.050323
1155;-0.171417;0.322128;-0.335617
1156;-1.139725;1.886124;-1.573776
1157;-0.816284;0.666550;-0.964676
1158;-0.170395;-0.142960;-0.209671
1159;-0.553116;2.201218;0.050735
1160;-0.161697;-0.025848;1.065430
1161;-0.104095;1.296204;0.313065
1162;0.223343;1.354156;0.133759
1163;-0.126328;0.829727;0.155457
1164;-0.390411;0.909866;-0.002869
1165;-0.161148;0.843658;-0.177002
1166;-0.094727;0.826248;0.248489
1167;-0.286896;0.945251;-0.160660
1168;0.017349;1.094193;-0.231186
1169;0.205063;1.225616;0.187286
1170;0.172455;1.483978;-0.158249
1171;-0.215988;1.330734;0.112976
1172;-0.490448;1.237442;-0.042297
1173;-0.932281;1.359085;0.296631
1174;-0.496078;1.126617;0.023727
1175;0.105942;0.909698;0.030350
1176;0.088287;0.604492;-0.105774
1177;-0.321625;0.368362;0.016022
1178;-0.167557;0.301331;-0.021454
1179;-0.298874;0.378220;-0.239899
1180;-0.720001;1.215942;-1.214584
1181;-0.694962;1.070465;-1.097107
1182;-0.252808;0.120377;-0.535095
1183;-0.640656;2.407410;-0.136475
1184;-0.874954;-0.074158;0.696594
1185;-0.413834;0.952072;0.826553
1186;0.290451;1.848831;0.149521
1187;0.040710;0.807846;-0.548645
1188;-0.136551;0.782425;-0.012314
1189;-0.121933;0.901596;-0.198700
1190;-0.142105;0.801468;0.023712
1191;-0.239410;0.958862;-0.322037
1192;-0.046997;1.103394;-0.239532
1193;-0.055435;1.072433;-0.080017
1194;0.081375;1.194809;0.054504
1195;0.102386;1.430923;-0.164581
1196;-0.134262;1.519943;-0.218307
1197;0.014633;0.903610;0.346466
1198;-0.160477;1.631653;0.095490
1199;-0.095795;1.076981;0.250107
1200;0.310272;1.067154;0.190887
1201;0.190491;0.910812;0.124695
1202;-0.052139;0.628098;0.427994
1203;-0.386322;0.642578;0.220123
1204;-0.628876;0.496048;-0.034286
1205;-0.966324;1.159607;-1.192062
1206;0.111923;0.856918;-1.113876
1207;0.932281;0.775421;0.487854
1208;-1.571960;2.093048;0.440781
1209;-0.051697;0.052261;0.110641
1210;0.581451;1.671097;0.486847
1211;-0.056259;0.975220;-0.267303
1212;-0.977554;0.769684;-0.101730
1213;-0.201508;0.810150;-0.150696
1214;-0.475830;0.738922;-0.029037
1215;-0.373367;0.918289;-0.069626
1216;-0.075134;1.048050;-0.239853
1217;0.210526;1.190353;-0.014755
1218;0.138062;1.097122;-0.400803
1219;-0.087097;1.273056;-0.494614
1220;0.257736;1.463165;0.186996
1221;0.215866;1.560760;0.304443
1222;-0.068436;1.871094;0.541321
1223;0.191849;1.161057;-0.432755
1224;0.427582;1.266541;0.267456
1225;-0.377991;0.757156;1.017944
1226;-0.935165;0.155563;0.199814
1227;-0.931000;0.196289;-0.205521
1228;-0.219345;0.139023;-0.819138
1229;0.341461;0.898621;-2.781326
1230;-0.099930;-0.035919;-0.851288
1231;-0.996292;-0.002991;1.699509
1232;-0.377106;0.828949;0.381943
1233;-0.703354;1.043823;0.544724
1234;-0.585388;2.072784;-0.236557
1235;0.378510;2.108658;-0.355347
1236;-0.862228;2.502701;-0.678741
1237;-0.395035;0.398346;-1.073318
1238;-0.095779;0.516022;-1.231628
1239;-0.237259;-0.075195;0.458542
1240;-0.217773;0.342926;-0.362747
1241;-0.205948;3.171448;-0.770645
1242;-1.666077;4.418564;-0.524750
1243;0.640259;1.713318;0.190903
1244;-0.482391;-1.351624;0.197266
1245;-0.082733;-0.752151;1.332764
1246;0.194839;-0.135834;0.618149
1247;-0.106827;0.676300;-0.204559
1248;-0.832520;1.751358;2.668839
1249;-0.729340;1.513000;-0.079666
1250;0.598083;3.584732;1.272018
1251;0.235992;3.201218;-2.354874
1252;-0.582626;0.162415;-0.785156
1253;0.718933;1.156403;-2.268478
1254;-0.038193;-0.116516;0.612854
1255;-0.201065;0.054840;-0.120438
1256;-0.322952;4.445053;-1.486649
1257;-1.051270;3.480331;-0.483185
1258;1.099823;1.997131;0.126617
1259;-0.154907;-1.531555;0.689636
1260;0.373077;-0.648041;1.132126
1261;0.039459;0.259735;0.164658
1262;-0.624191;2.041855;-1.513260
1263;0.015839;0.440414;5.033249
1264;-0.836533;2.356079;0.227448
1265;1.076675;3.607849;0.779846
1266;-0.802948;2.218216;-0.904343
1267;-0.079697;-0.320221;-0.960342
1268;0.160034;0.638367;-0.511246
1269;-0.338364;-0.013397;-0.282990
1270;-0.077194;0.668213;-0.461792
1271;-0.120499;5.345337;-0.795685
1272;-1.019058;1.856857;0.081329
1273;1.810043;1.328918;0.572571
1274;0.339218;-1.406891;1.311203
1275;0.344788;-0.428375;0.854187
1276;-0.187088;0.462418;0.356415
1277;-1.049973;1.618332;-2.221649
1278;-0.664795;0.569107;0.213715
1279;0.169952;1.484985;0.414902
1280;1.674255;3.698822;1.570465
1281;-1.237503;1.948990;-1.241776
1282;-0.294739;-0.138443;-0.108566
1283;-0.342606;0.365494;-1.033447
1284;0.144440;0.042435;-0.204269
1285;0.198364;0.359314;-0.444107
1286;0.514191;4.557770;-0.501785
1287;-1.139389;3.522202;0.156754
1288;0.694763;1.555099;0.370834
1289;-0.186661;-1.445801;0.625381
1290;0.228577;-0.883850;1.434113
1291;-0.091217;0.106201;0.499390
1292;-1.101257;3.020737;-2.591385
1293;-1.309128;0.830917;3.387802
1294;0.036407;0.727142;0.691345
1295;0.570251;3.475525;1.231903
1296;-0.154510;2.935226;-4.623810
1297;-0.250259;-0.081711;-0.764740
1298;0.114365;0.606094;-0.606049
1299;-0.037064;-0.091721;0.525421
1300;0.231110;0.230957;-0.207520
1301;0.865051;4.468536;-0.906174
1302;-0.914703;3.110825;0.225479
1303;0.336899;1.401703;0.687103
1304;-0.205719;-1.195786;0.703720
1305;0.288467;-0.686249;1.469864
1306;-0.140060;0.357269;0.086884
1307;-0.066650;1.088074;2.631256
1308;-1.245743;2.815887;1.421555
1309;0.366150;2.310699;0.438263
1310;0.811188;3.573898;-5.864487
1311;-0.479980;0.436691;-1.338791
1312;0.748047;0.722244;-0.775131
1313;0.158127;-0.079193;0.095612
1314;-0.022705;0.234222;0.190231
1315;0.355743;3.757370;0.323929
1316;-0.628494;3.271790;-0.414703
1317;-0.268692;1.455688;0.156693
1318;0.236893;-0.721054;0.630539
1319;0.158386;-0.702545;1.424698
1320;0.407318;-0.235611;0.400177
1321;0.065018;1.141830;-0.311737
1322;-0.319244;0.640228;-1.789139
1323;-1.924728;3.016129;-1.272415
1324;0.015472;1.994751;0.510635
1325;1.435944;3.277115;1.445633
1326;0.119080;1.382690;0.161423
1327;0.325333;-0.405090;-1.517792
1328;-0.289825;0.387421;-0.335037
1329;-0.101288;0.208603;-0.621719
1330;0.297684;1.442123;-0.118469
1331;-0.490387;5.457535;-1.935333
1332;-0.643768;1.832809;-0.071365
1333;0.466385;0.254471;0.760712
1334;0.140564;-0.958649;0.723114
1335;0.326691;-0.576660;0.849411
1336;-0.115234;0.467560;0.232513
1337;-0.494446;1.918488;-3.426025
1338;-1.128540;1.163727;-0.074692
1339;-0.113968;1.846664;0.935242
1340;0.572647;3.087433;1.019836
1341;0.007492;1.404816;-1.085419
1342;0.310974;-0.290146;-0.725967
1343;0.231903;0.404007;-1.876389
1344;0.068909;0.223465;0.238220
1345;0.371140;2.128510;0.296082
1346;-0.505905;3.601685;-0.325211
1347;-0.876816;2.318481;-0.518982
1348;0.696609;0.362198;0.435547
1349;0.110809;-1.170410;0.243942
1350;0.270554;-0.516052;1.357666
1351;-0.289856;1.015289;-0.466675
1352;-2.521744;0.911621;4.744110
1353;1.155350;0.912247;1.480438
1354;0.789200;2.617294;0.966965
1355;0.718735;4.135925;-7.889618
1356;-0.353928;0.027039;-1.068848
1357;0.790482;0.609665;-2.052002
1358;-0.106796;0.020615;0.484528
1359;-0.101685;0.394119;-0.471329
1360;0.338486;4.154999;-1.150742
1361;-0.626770;3.390610;-0.050232
1362;0.209137;2.207809;0.199554
1363;-0.218094;-1.767334;0.570786
1364;0.216171;-1.147430;1.337021
1365;-0.066605;0.220871;0.463608
1366;-0.771149;2.354614;-1.741028
1367;-0.101791;0.774490;3.837662
1368;-0.869400;2.262497;0.106186
1369;0.724564;3.162613;1.067078
1370;-0.147202;2.488266;-3.644943
1371;-0.153519;-0.215149;-1.119217
1372;0.432312;0.747345;-0.949966
1373;-0.131897;0.053024;0.316193
1374;0.196045;0.246780;-0.112823
1375;0.383240;4.537201;-1.989075
1376;-0.332077;3.351929;0.511368
1377;0.429642;1.745361;0.374847
1378;-0.394409;-1.740662;0.655334
1379;0.136673;-1.187241;1.740021
1380;-0.344986;0.270813;0.279449
1381;-0.996979;2.149261;-0.327774
1382;-0.001648;0.350677;3.423416
1383;0.324295;1.947678;0.790298
1384;0.712997;3.501556;1.087112
1385;-0.227402;1.623642;-0.576599
1386;-0.083725;-0.349472;-0.765076
1387;-0.610992;0.798492;-0.644302
1388;0.189362;-0.155273;-0.450653
1389;0.292465;0.540619;-0.879379
1390;1.190338;5.250214;-0.908264
1391;-0.701996;3.176529;0.428253
1392;1.227280;2.082230;0.453705
1393;-0.264008;-1.118164;1.466446
1394;0.107895;-1.037842;1.369217
1395;-0.140305;0.378525;0.160568
1396;-0.653320;2.076065;-1.766495
1397;-0.064514;0.510223;3.414581
1398;-0.422745;2.810593;-0.205627
1399;1.008240;3.414978;0.456604
1400;-0.175095;1.804718;-0.224182
1401;-0.035004;-0.537445;-1.553238
1402;-0.472183;0.242462;-0.087753
1403;-0.026352;0.069183;-0.442719
1404;0.180740;0.557190;-0.385056
1405;0.783356;5.385834;-1.319153
1406;-0.276474;2.174667;0.519714
1407;0.886307;1.265121;0.664215
1408;-0.162033;-1.057190;1.100815
1409;0.131165;-0.654373;1.098938
1410;-0.189575;0.687836;0.125107
1411;-0.314896;0.826141;-2.472656
1412;-0.266373;1.551041;2.223419
1413;-0.263550;2.628494;-0.073776
1414;1.208435;3.235397;-0.355194
1415;0.151047;1.273392;-0.192429
1416;-0.021591;-0.200394;-2.736771
1417;-0.442230;0.192627;0.362152
1418;0.152466;0.151382;-0.644073
1419;0.701752;1.934525;0.146271
1420;-0.362579;4.967850;-1.253723
1421;0.465881;2.466660;0.204956
1422;0.040176;-0.399796;1.199905
1423;-0.077927;-1.413712;1.462082
1424;-0.016678;-0.164398;0.877243
1425;-0.453751;2.046158;-3.356171
1426;0.296509;1.022919;1.793716
1427;-0.477798;2.251389;1.020691
1428;0.284943;2.425888;0.396759
1429;0.648712;3.074265;-4.629166
1430;-0.194916;0.527176;-0.960663
1431;0.669891;0.396423;-2.222458
1432;0.122208;0.094376;0.259735
1433;0.225861;0.265732;0.045212
1434;0.721573;3.124985;-0.157288
1435;-0.675858;4.786209;-1.423889
1436;1.262131;2.058777;0.723480
1437;-1.013504;-1.135025;1.381912
1438;-0.063538;-1.517670;1.697769
1439;-0.057678;0.243698;0.186783
1440;-0.287811;2.108810;-1.991730
1441;-0.333649;1.578979;3.658844
1442;-0.482071;2.135223;0.245895
1443;0.648071;3.101761;1.066193
1444;0.236176;2.106262;-0.830475
1445;-0.492752;-0.393326;-0.804657
1446;0.475555;0.714539;-0.459442
1447;0.005402;0.039032;-0.161331
1448;0.059372;0.454636;-0.467575
1449;0.610733;4.398605;-0.822021
1450;-0.880722;2.651993;0.330765
1451;0.910812;1.497757;0.039688
1452;-0.324036;-1.287323;0.523651
1453;-0.090363;-0.847168;1.507568
1454;-0.182877;0.460571;0.591034
1455;-0.595795;1.676300;-2.656387
1456;-0.105759;0.543945;2.617126
1457;-0.833252;2.583420;-0.419373
1458;1.024460;3.200729;0.979263
1459;0.533386;1.746124;-1.604111
1460;0.404785;-0.548920;-1.331863
1461;-0.235260;0.584610;0.123474
1462;-0.216629;0.319351;-1.417877
1463;0.401276;1.851151;-0.185059
1464;-0.207550;4.019531;-0.762589
1465;0.739334;2.790848;0.082565
1466;0.295868;-0.040527;1.465652
1467;-0.375443;-1.521790;1.253723
1468;-0.017303;-0.149399;0.968689
1469;-0.327072;1.291245;-2.089966
1470;0.210785;0.935806;1.771851
1471;-0.764740;2.144302;0.603394
1472;0.532806;3.272934;0.724991
1473;0.936996;3.183014;-3.994812
1474;-0.544067;0.308487;-1.397079
1475;0.952499;0.482635;-1.979523
1476;0.025192;0.048325;0.018845
1477;0.163620;0.266876;-0.130051
1478;0.795029;2.724854;-0.182159
1479;-0.238205;4.745621;-1.502823
1480;1.632263;2.268600;0.349869
1481;-1.304062;-1.311188;0.964722
1482;-0.246994;-1.242340;1.602844
1483;-0.154755;0.201187;0.319458
1484;-0.051804;2.004501;-2.111374
1485;-0.428955;1.621643;3.814850
1486;-0.526169;1.656723;-0.075348
1487;0.708267;3.258423;0.781647
1488;0.783081;2.466415;-4.532898
1489;-0.207825;-0.192398;-0.868958
1490;0.371918;0.685516;-1.536545
1491;-0.075729;0.077103;0.145889
1492;0.204926;0.745178;0.051636
1493;0.303650;4.383133;-1.194702
1494;0.124252;3.000854;0.447006
1495;0.847351;1.310287;-0.035355
1496;-0.735733;-1.418289;0.369431
1497;-0.043640;-0.578110;1.087982
1498;-0.135223;0.563705;0.130188
1499;0.132446;1.553268;-2.429138
1500;-0.179291;0.088135;1.387283
1501;-0.544067;2.980362;-0.621521
1502;1.586014;2.862717;0.758896
1503;0.503174;1.394806;-0.110229
1504;0.085907;-0.541733;-2.114670
1505;-0.074356;0.408585;-0.047150
