index;x;y;z
1506;-0.034058;0.165863;-1.388718
1507;0.978470;1.877808;0.170837
1508;0.105896;4.618591;-1.764908
1509;1.274139;2.222122;-0.000656
1510;-0.097992;0.096161;1.641464
1511;-0.668930;-1.247269;1.292984
1512;-0.136154;-0.283295;0.779678
1513;-0.156998;1.156174;-1.850616
1514;0.686142;0.292725;0.827454
1515;-0.986572;3.498459;1.503998
1516;0.144958;2.094238;0.168304
1517;1.898712;2.796677;-1.740860
1518;-0.259491;0.662476;-1.558884
1519;0.686066;0.370895;-1.942764
1520;-0.016769;0.108719;-0.119659
1521;0.213226;0.429214;-0.540070
1522;1.568283;3.098541;0.081894
1523;-0.233704;3.955414;-0.731812
1524;1.540924;1.822159;0.252838
1525;-0.622650;-0.838989;1.100937
1526;-0.375290;-0.993195;1.536636
1527;-0.138870;0.177689;0.532776
1528;0.042114;2.264267;-3.620941
1529;0.220062;0.479797;4.058090
1530;-0.446228;2.793793;0.306717
1531;0.559464;2.452866;0.297058
1532;1.003403;2.529877;-1.529999
1533;-0.323746;0.282318;-1.237381
1534;0.316254;0.518311;-1.247635
1535;-0.060165;0.099960;0.369751
1536;0.131439;0.371414;0.035507
1537;1.553787;3.026978;-0.245102
1538;0.030472;3.483154;-0.369171
1539;1.241501;1.512466;-0.370743
1540;-0.511627;-0.632629;0.985031
1541;-0.405197;-0.882950;1.203522
1542;-0.046631;0.061813;0.730453
1543;0.034348;1.304962;-2.761337
1544;0.242554;0.863602;2.338409
1545;-0.655228;2.654678;0.016205
1546;0.326462;2.083008;0.207108
1547;1.537384;2.822998;-2.397629
1548;0.016144;0.513504;-1.012390
1549;0.167572;0.274734;-1.173492
1550;-0.098984;0.140839;0.904861
1551;0.052673;0.427765;-0.646240
1552;1.208893;2.760651;0.145599
1553;-0.020294;4.371140;-0.538986
1554;1.504028;1.557129;0.210938
1555;-0.657852;-0.884674;1.188049
1556;-0.221832;-1.054871;1.333969
1557;-0.202576;0.216415;0.492218
1558;-0.204437;2.413651;-2.814133
1559;0.222061;0.544312;5.128113
1560;-0.258331;2.419159;-0.234070
1561;1.064758;2.461166;0.777893
1562;0.407440;2.213745;-0.499725
1563;-0.447708;0.575714;-1.105438
1564;0.124710;-0.037186;-1.836578
1565;-0.065857;0.264175;0.362442
1566;0.253387;0.300568;-0.033783
1567;0.892776;2.634491;0.132980
1568;-0.185944;4.360031;-0.943878
1569;1.627609;1.845825;0.241165
1570;-0.774796;-0.405472;1.352341
1571;-0.601440;-1.274643;1.518188
1572;-0.177307;0.342117;0.424561
1573;0.130768;1.173996;-2.615952
1574;-0.458359;2.003571;1.456192
1575;0.387985;1.527664;0.304230
1576;1.385773;2.724808;0.726898
1577;0.245132;1.832367;0.076401
1578;-0.335922;0.106583;-0.430969
1579;0.340988;0.490417;-1.271057
1580;-0.011322;0.169296;0.119354
1581;0.656128;1.161682;0.155807
1582;0.808548;3.807129;-1.320999
1583;0.469162;2.858963;0.221451
1584;0.889328;1.298386;0.316254
1585;-0.999222;-1.021149;0.691559
1586;-0.140594;-0.584396;1.210403
1587;-0.187836;0.676743;-0.118515
1588;0.714035;0.858719;-1.066498
1589;-0.620560;1.925552;0.395905
1590;0.035034;2.033600;0.393311
1591;1.394257;2.850311;0.619873
1592;0.416458;1.197983;-0.547882
1593;0.819214;0.193954;-1.806763
1594;-0.135406;0.233063;0.161194
1595;0.105911;0.907227;0.160065
1596;0.398178;3.092560;-1.083878
1597;0.261368;3.165527;-0.123886
1598;1.236465;1.384277;0.340683
1599;-0.486771;-0.899292;0.960541
1600;-0.166290;-0.795670;1.269226
1601;-0.082520;0.410400;0.278244
1602;-0.115219;1.423798;-2.451004
1603;0.243683;0.373245;2.063934
1604;-0.124146;2.734726;-0.120316
1605;0.656128;2.562561;0.703720
1606;0.053848;1.905762;0.166626
1607;-0.145737;0.276154;-0.589325
1608;0.619492;0.613297;-1.404892
1609;-0.093643;0.221558;0.510437
1610;-0.104767;0.527878;0.191193
1611;1.302094;3.527496;-0.071213
1612;-0.058563;2.890503;-0.124832
1613;1.323471;1.713501;-0.016479
1614;-1.063538;-1.257080;1.031921
1615;-0.249405;-0.687180;1.190353
1616;-0.246414;0.662415;0.111603
1617;1.018707;1.002853;-2.507172
1618;-0.599808;1.767944;0.816193
1619;0.023270;1.913025;0.379578
1620;0.986740;2.707352;0.911224
1621;0.110092;1.369370;-0.170883
1622;-0.155197;-0.256210;-1.775055
1623;0.047028;0.454803;-0.642151
1624;0.033020;0.010925;-0.354202
1625;0.602158;1.822205;0.200241
1626;0.021835;4.204254;-1.494492
1627;0.654831;2.180130;0.093613
1628;0.790802;0.903961;0.609116
1629;-0.846359;-1.113174;1.078903
1630;-0.293655;-0.583344;0.825790
1631;-0.213333;1.340759;-3.177292
1632;0.303238;0.063843;2.971436
1633;-0.966110;3.731247;0.715225
1634;0.168289;2.114761;0.615250
1635;1.457932;2.899399;-3.645035
1636;0.213089;0.189957;-0.508759
1637;0.412369;0.194870;-1.534546
1638;-0.186554;0.173157;0.637650
1639;0.079788;0.361191;-0.849289
1640;1.370316;3.346558;-0.027206
1641;-0.314911;3.540588;-0.133453
1642;0.870422;1.682877;-0.308975
1643;-0.246841;-0.269363;0.972153
1644;-0.294540;-1.059998;1.253296
1645;-0.246719;0.045837;0.570312
1646;-0.024353;1.358749;-4.098160
1647;-0.603531;0.556488;-0.745621
1648;-0.097443;2.670654;1.285736
1649;1.126358;2.560745;1.004211
1650;0.314377;1.765030;-0.685562
1651;-0.481384;-0.029846;-0.925186
1652;0.252304;0.463257;-0.591431
1653;0.028152;0.020248;-0.213242
1654;0.044724;0.699371;-0.745071
1655;1.854507;5.511475;-0.010223
1656;-0.078583;1.918350;0.548294
1657;1.338943;1.282425;0.166046
1658;-0.840118;-1.188293;1.326996
1659;-0.198959;-0.876129;1.238342
1660;-0.325287;0.984238;-1.294540
1661;0.715790;0.412277;-1.963348
1662;-0.753540;3.149551;1.538605
1663;0.022781;2.054611;0.332535
1664;1.752197;2.521011;0.390213
1665;0.543411;1.150986;-0.499573
1666;-0.242432;-0.247375;-2.076553
1667;0.080719;0.398315;-0.371185
1668;0.007828;0.168747;-0.952621
1669;0.185913;1.021439;-0.284607
1670;1.225876;5.908859;-1.969269
1671;0.412109;1.726273;0.166992
1672;1.061630;0.821152;0.362122
1673;-0.822662;-1.177124;1.230072
1674;-0.207291;-0.573990;1.305756
1675;-0.179916;0.729813;-0.506256
1676;0.291611;0.623581;-2.561142
1677;-0.348785;1.884048;1.516022
1678;0.145172;2.497345;-0.004791
1679;2.500839;3.351257;-3.260559
1680;0.140472;0.823471;-1.391922
1681;0.696350;-0.171524;-1.440720
1682;-0.483444;0.529495;-0.387177
1683;0.109543;-0.018417;-0.728348
1684;0.897049;1.491028;-0.117050
1685;0.170258;5.245590;-1.806351
1686;0.719681;2.404678;0.090118
1687;0.905045;0.185150;0.953522
1688;-0.654755;-1.228973;1.027023
1689;0.090042;-0.330185;1.193405
1690;0.113510;0.828400;-1.032394
1691;0.114227;0.967590;-2.887573
1692;-0.438187;1.570084;0.355637
1693;-0.271973;2.674088;0.299438
1694;2.091782;3.063095;1.648087
1695;0.322296;0.962845;-0.626068
1696;0.681824;-0.118073;-3.086502
1697;-0.151901;0.140594;-0.030075
1698;0.105560;0.234009;-0.267944
1699;0.788132;1.585159;0.116409
1700;0.081833;6.048325;-2.320358
1701;1.270767;1.662125;0.120239
1702;0.079590;0.349869;1.110809
1703;-1.000168;-1.043060;1.721161
1704;-0.120132;-0.434509;0.701477
1705;0.039902;1.151291;-2.838226
1706;0.165451;1.992264;-0.500885
1707;-0.544769;0.109497;-1.205597
1708;0.033463;2.952103;1.242462
1709;1.964462;2.686768;0.773972
1710;0.276779;0.796112;-0.085632
1711;0.361084;-0.344940;-2.578415
1712;-0.276794;0.359756;-0.023392
1713;0.023499;0.195999;-0.342896
1714;1.166504;2.146500;-0.196274
1715;0.321075;4.001892;-1.475815
1716;1.497528;2.219177;0.071640
1717;0.112457;0.114792;1.324707
1718;-0.772705;-1.160889;1.150406
1719;-0.054382;-0.212280;0.858597
1720;-0.039337;1.445023;-2.069672
1721;0.023056;0.769272;4.708420
1722;-0.429901;2.538147;0.328476
1723;1.259781;2.817093;0.961288
1724;1.332764;2.040146;-2.553116
1725;-0.456726;-0.118515;-0.912598
1726;0.554031;0.579147;-0.229507
1727;-0.107117;0.309830;-0.898743
1728;0.615982;1.153534;-0.023438
1729;0.999008;4.675735;-1.038483
1730;1.585831;2.919266;0.001938
1731;1.073135;0.581039;1.518280
1732;-1.093323;-1.812531;1.208588
1733;0.124954;-0.202057;1.149216
1734;0.003906;1.092484;-1.104950
1735;0.558411;1.210709;0.147446
1736;-0.260178;1.439941;0.207855
1737;0.690369;3.224747;0.561096
1738;2.627441;3.024399;-2.550827
1739;-0.301926;0.858139;-1.356628
1740;1.101868;0.303848;-1.602646
1741;-0.019913;0.058334;0.147934
1742;0.214890;0.586075;-0.316498
1743;2.040344;3.880478;-0.860336
1744;0.768387;3.659744;0.319534
1745;2.154892;1.413864;0.136642
1746;-1.648117;-1.461761;0.517059
1747;-0.133041;-0.893600;1.551895
1748;-0.058304;0.456238;0.127792
1749;-0.051727;2.246933;-1.655350
1750;-0.094803;1.283691;2.822678
1751;0.100021;1.556168;0.057007
1752;1.769638;3.073578;1.598419
1753;1.242874;1.816498;0.989197
1754;0.596420;-1.120773;-1.753723
1755;-0.267883;0.709686;-0.751862
1756;-0.083588;-0.130585;-1.156006
1757;0.365097;0.764359;-0.816498
1758;2.449371;4.021408;-0.045563
1759;1.037994;2.567596;-0.191025
1760;1.665558;1.309647;1.560181
1761;-1.489838;-2.009872;1.650696
1762;-0.181946;-0.220703;0.938950
1763;0.229919;0.613113;-0.419220
1764;0.453217;2.805832;1.141373
1765;-0.348312;0.438202;-0.082306
1766;0.494308;3.112488;1.245041
1767;2.292694;3.761658;-5.636902
1768;-0.316940;0.664658;-1.725357
1769;1.207947;-0.292114;-2.252029
1770;-0.108917;0.218765;-0.232574
1771;0.006119;0.147720;-0.028732
1772;0.580902;1.305634;-0.460114
1773;1.556686;6.484497;-3.049835
1774;1.682114;1.265472;0.397141
1775;0.290405;0.569321;1.915207
1776;-1.876892;-1.262894;2.091675
1777;-0.410110;0.009644;0.621201
1778;0.563461;1.342194;-3.643311
1779;-0.255753;2.161362;1.033951
1780;0.399017;1.553146;1.538940
1781;2.069351;2.473541;1.189697
1782;0.644699;1.908707;0.021362
1783;-0.359406;-0.178726;-0.507858
1784;0.711716;0.432495;-0.372910
1785;-0.055344;0.164734;0.096649
1786;0.148636;0.435806;-0.425064
1787;1.975250;3.156219;-0.454926
1788;0.487137;3.107132;0.520279
1789;1.743073;1.259918;-0.433548
1790;-0.782303;-0.613297;1.435150
1791;-1.118500;-0.611938;1.470108
1792;-0.147156;0.179642;0.383011
1793;0.996445;3.782150;-6.737885
1794;-0.270538;-0.424896;0.717377
1795;-0.016235;0.520905;0.754364
1796;2.241623;4.866165;1.525528
1797;0.058243;2.078842;-3.699341
1798;-0.140335;-0.341034;-0.810226
1799;0.269791;0.321564;-1.213135
1800;0.064484;0.061905;0.157425
1801;0.187393;0.489655;-0.732208
1802;1.822067;2.579956;0.915176
1803;0.310059;4.028671;-0.351044
1804;2.101822;1.068253;0.560608
1805;-0.674210;-0.078857;1.362473
1806;-1.043625;-1.059006;1.762283
1807;-0.316879;0.511887;-0.465027
1808;0.761032;0.946579;-3.415619
1809;0.436096;-0.627029;1.621765
1810;-0.518707;6.365616;2.241776
1811;1.488937;3.298889;0.902954
1812;-0.068649;1.237610;-1.278854
1813;1.365097;-0.567734;-1.925186
1814;0.119583;0.418198;-0.030930
1815;-0.248337;0.803497;-0.748230
1816;1.125824;2.589096;0.350845
1817;-0.134445;5.037201;-0.739380
1818;1.734314;1.615448;0.006348
1819;0.551392;-0.025009;1.360611
1820;-0.962219;-1.406082;1.302765
1821;0.139877;-0.592758;0.648911
1822;-0.034500;1.186600;-2.674973
1823;-0.163147;2.069534;0.718155
1824;-0.149857;0.436066;0.671814
1825;0.961487;2.425476;1.517487
1826;1.997910;2.728928;-1.106934
1827;0.412842;0.820709;-0.434006
1828;-0.338715;-0.158325;-0.767990
1829;-0.410477;0.191254;-0.579422
1830;0.202988;0.117065;-0.140579
1831;0.681625;1.425705;-0.027679
1832;0.111389;5.153061;-0.933807
1833;-0.225677;0.858353;0.678162
1834;0.310684;0.794708;0.208664
1835;-0.064148;-0.266159;-0.084290
1836;-0.018936;-0.210556;0.149063
1837;-0.026184;0.491898;-1.587158
1838;0.206100;1.109421;-1.591675
1839;-0.536148;3.227264;0.928009
1840;0.173492;1.350449;0.411285
1841;0.311890;1.899185;-0.796738
1842;0.114975;1.199890;-0.117279
1843;0.152740;0.768921;-0.236481
1844;0.146317;0.508255;-0.233093
1845;-0.028229;0.292130;-0.387619
1846;0.229233;0.860748;0.032532
1847;0.456329;0.835739;-0.375595
1848;0.661209;1.717957;-0.266861
1849;0.196548;1.847397;0.146500
1850;-0.509918;1.726349;0.168304
1851;-0.098724;1.252350;0.083206
1852;0.085068;0.472977;0.036789
1853;0.573166;0.426147;0.220612
1854;-0.132446;0.441559;0.094879
1855;-0.105255;0.443710;-0.007477
1856;0.244125;1.226898;-0.475281
1857;-0.287277;1.236740;-0.679382
1858;0.127518;0.720718;-0.342682
1859;0.060455;1.992767;0.026871
1860;0.083633;0.744965;0.484390
1861;0.176437;0.898438;0.242218
1862;-0.016891;1.062347;0.168320
1863;0.108688;1.105164;0.199432
1864;0.315094;0.980621;0.010773
1865;0.125443;1.050674;-0.033981
1866;0.237457;0.967514;-0.066116
1867;0.167877;0.941971;0.028381
1868;0.020340;1.020798;-0.017212
1869;0.241745;1.093887;0.008957
1870;0.198502;0.965469;0.092087
1871;0.061676;0.914886;0.089172
1872;-0.009079;0.904068;0.061493
1873;0.063828;1.035919;0.082504
1874;0.157486;1.103165;0.120621
1875;0.053741;1.019363;0.138245
1876;-0.040039;0.932419;-0.162079
1877;0.157242;0.986237;0.137207
1878;0.058960;1.065887;0.004761
1879;-0.042450;0.973312;0.092545
1880;-0.028076;1.019760;0.027695
1881;0.018951;0.984650;0.039429
1882;0.137909;0.959244;-0.012283
1883;0.060898;0.979111;0.035416
1884;0.053757;0.993469;0.024612
1885;0.064819;0.932434;0.023209
1886;0.067902;0.997665;0.059464
1887;0.010132;1.038589;0.036118
1888;0.026474;0.998276;0.083267
1889;0.047882;0.955887;0.072021
1890;0.019638;0.995956;0.102646
1891;0.054428;0.922150;0.046768
1892;-0.037781;0.994461;0.089661
1893;0.007584;0.983749;0.040207
1894;0.144440;0.957474;0.035141
1895;0.082565;1.029892;0.020157
1896;0.123627;0.997681;0.060852
1897;0.020172;1.006592;0.115875
1898;0.049561;0.987808;0.105255
1899;0.061996;0.985931;0.069199
1900;0.056641;0.995682;0.074295
1901;0.066727;0.988861;0.055664
1902;0.058533;0.998383;0.070557
1903;0.047592;1.007401;0.066650
1904;0.037354;1.000214;0.107651
1905;0.053665;0.983368;0.083374
1906;0.084366;0.994568;0.054047
1907;0.086639;1.002884;0.061722
1908;0.056351;0.993408;0.032211
1909;0.099747;0.985672;0.055145
1910;0.062439;0.991440;0.055542
1911;0.065964;0.999680;0.058319
1912;0.064438;0.994003;0.039749
1913;0.074142;0.987259;0.041061
1914;0.082214;0.979675;0.044159
1915;0.068649;0.999115;0.038528
1916;0.061020;0.999817;0.040024
1917;0.088623;0.974274;0.047043
1918;0.056580;1.000732;0.050766
1919;0.077484;0.994965;0.044907
1920;0.062897;0.998856;0.039581
1921;0.066071;0.998306;0.036591
1922;0.078476;0.983688;0.059647
1923;0.064346;0.993454;0.058990
1924;0.052612;0.994919;0.061600
1925;0.043503;0.994843;0.054916
1926;0.046829;1.005371;0.055496
1927;0.077301;0.982361;0.043640
1928;0.089386;0.993729;0.029968
1929;0.051895;1.009186;0.028168
1930;0.061447;0.997574;0.034973
1931;0.061401;0.989868;0.042755
1932;0.076767;0.992645;0.056335
1933;0.071304;0.997940;0.048752
1934;0.066299;0.992722;0.045700
1935;0.072311;0.989365;0.041214
1936;0.066315;1.003174;0.043991
1937;0.078537;0.992065;0.051056
1938;0.102036;0.984879;0.033646
1939;0.069580;0.997757;0.029846
1940;0.072739;0.996475;0.034912
1941;0.067810;0.990768;0.048935
1942;0.069366;0.991760;0.056274
1943;0.071106;0.996857;0.046097
1944;0.064651;0.999344;0.045517
1945;0.084641;0.990433;0.046768
1946;0.089050;1.001343;0.054092
1947;0.047607;0.991699;0.052048
1948;0.094879;0.980438;0.042801
1949;0.065018;1.000473;0.034943
1950;0.067749;0.999588;0.056702
1951;0.069458;0.989182;0.054169
1952;0.068054;0.992661;0.049683
1953;0.070251;0.994934;0.044678
1954;0.070374;0.998367;0.038071
1955;0.071686;0.991730;0.042297
1956;0.079010;0.987961;0.045547
1957;0.077164;1.000473;0.044800
1958;0.078506;0.992126;0.034348
1959;0.082077;0.993698;0.027267
1960;0.068359;0.999466;0.034103
1961;0.061295;1.000961;0.029861
1962;0.066147;0.997665;0.033951
1963;0.056366;1.000198;0.024582
1964;0.062302;0.991714;0.037598
1965;0.062347;0.983093;0.039490
1966;0.087433;0.984604;0.027695
1967;0.069305;1.002548;0.013123
1968;0.073486;0.989532;0.010849
1969;0.098663;0.987015;0.003418
1970;0.079895;0.987030;0.023743
1971;0.073029;0.993423;0.032059
1972;0.063522;0.994690;0.035767
1973;0.066299;0.993805;0.033951
1974;0.080627;0.993027;0.030899
1975;0.079102;0.998215;0.025574
1976;0.083847;0.999023;0.023178
1977;0.069885;0.992615;0.039597
1978;0.061737;0.995789;0.037811
1979;0.070740;0.989670;0.051620
1980;0.077042;0.990234;0.032043
1981;0.073624;1.001160;0.013748
1982;0.093063;0.992264;0.027023
1983;0.089752;0.998032;0.011429
1984;0.091919;0.987534;0.021729
1985;0.066391;0.994064;0.032074
1986;0.074905;0.988617;0.037201
1987;0.074890;0.987000;0.032898
1988;0.072556;1.001617;0.027664
1989;0.071548;0.996490;0.026901
1990;0.102722;0.977524;0.011139
1991;0.050842;0.996765;0.049744
1992;0.068375;1.002243;0.010635
1993;0.064987;0.994980;0.012192
1994;0.079147;0.991074;0.030212
1995;0.078812;0.991165;0.014954
1996;0.090652;0.989960;0.006180
1997;0.103241;0.987228;0.006943
1998;0.082092;0.991806;0.028351
1999;0.074356;0.990631;0.042603
2000;0.070023;0.996994;0.050140
2001;0.063766;1.002274;0.031036
2002;0.055923;0.999161;0.019623
2003;0.089951;0.989609;0.022934
2004;0.074829;0.988876;0.029053
2005;0.079437;0.997955;0.033127
2006;0.080673;0.991089;0.040573
2007;0.091064;0.991684;0.030640
2008;0.091095;0.991394;0.031097
2009;0.072006;1.001007;0.036057
2010;0.065811;0.991898;0.044022
2011;0.093246;0.988937;0.033142
2012;0.078766;0.995163;0.026947
2013;0.096436;0.998993;0.018707
2014;0.091812;0.993195;0.027740
2015;0.094040;0.990860;0.029190
2016;0.081711;0.989380;0.038193
2017;0.086258;0.991699;0.034241
2018;0.079575;1.000931;0.041885
2019;0.071884;0.993195;0.045700
2020;0.072815;0.998047;0.044983
2021;0.089417;0.986877;0.050720
2022;0.077850;0.999023;0.030899
2023;0.078674;0.999527;0.040482
2024;0.081192;0.993439;0.042664
2025;0.086639;0.987991;0.048264
2026;0.087234;0.991486;0.042175
2027;0.080841;0.994690;0.043045
2028;0.080887;0.991745;0.040817
2029;0.085510;0.995071;0.042114
2030;0.079163;1.001877;0.046219
2031;0.070709;0.995148;0.042999
2032;0.093658;0.985382;0.041672
2033;0.081375;0.994873;0.039581
2034;0.082718;0.998596;0.036697
2035;0.090012;0.989502;0.038620
2036;0.089386;0.988449;0.036087
2037;0.085251;0.994034;0.041504
2038;0.076157;0.994980;0.043915
2039;0.079849;0.990204;0.045654
2040;0.082092;0.985321;0.049805
2041;0.073532;1.006470;0.051697
2042;0.085770;0.982819;0.053452
2043;0.087860;0.993622;0.051331
2044;0.086319;0.992599;0.038101
2045;0.088821;0.993637;0.038177
2046;0.084564;0.996002;0.041687
2047;0.085495;0.990982;0.052917
2048;0.084061;0.996658;0.051987
2049;0.090195;0.987564;0.054672
2050;0.093918;0.990280;0.048096
2051;0.082123;0.989670;0.043365
2052;0.081741;0.994339;0.054367
2053;0.090515;0.987564;0.046875
2054;0.085236;0.994934;0.047150
2055;0.082687;0.989090;0.053421
2056;0.094681;0.987671;0.057571
2057;0.084671;0.992874;0.048279
2058;0.082275;0.994919;0.040604
2059;0.077255;0.994598;0.040482
2060;0.086136;0.989838;0.049286
2061;0.086533;0.988861;0.054214
2062;0.087723;0.992172;0.054260
2063;0.083145;0.999557;0.047043
2064;0.100037;0.985352;0.043823
2065;0.085297;0.993546;0.043671
2066;0.084503;0.994324;0.048294
2067;0.094376;0.992172;0.048920
2068;0.087906;0.994370;0.049561
2069;0.085327;0.990372;0.051483
2070;0.090744;0.993286;0.053802
2071;0.084854;0.999573;0.049805
2072;0.095490;0.987885;0.053146
2073;0.096130;0.994720;0.047729
2074;0.089722;0.997955;0.050934
2075;0.080658;0.993576;0.049606
2076;0.109146;0.983002;0.051025
2077;0.085938;0.998016;0.046646
2078;0.096375;0.994171;0.043320
2079;0.099289;0.983963;0.055023
2080;0.091766;0.990280;0.060867
2081;0.096115;0.990189;0.053055
2082;0.096146;0.989532;0.054993
2083;0.089478;0.997849;0.045868
2084;0.111954;0.992645;0.056091
2085;0.117340;0.992996;0.062775
2086;0.093719;0.998291;0.061615
2087;0.082947;0.994186;0.055603
2088;0.105103;0.987885;0.055664
2089;0.099915;0.988495;0.037949
2090;0.088730;0.996552;0.049072
2091;0.067871;0.993637;0.073410
2092;0.056229;1.001465;0.072830
2093;0.073135;0.994888;0.079178
2094;0.089996;0.986572;0.065613
2095;0.097778;0.992279;0.056641
2096;0.103973;0.989105;0.062164
2097;0.098145;0.983490;0.061920
2098;0.096146;0.988129;0.064590
2099;0.084213;0.996582;0.042847
2100;0.100311;0.993851;0.053848
2101;0.106140;0.986862;0.055923
2102;0.091980;0.994110;0.063538
2103;0.092331;0.989914;0.062439
2104;0.091492;0.990692;0.070526
2105;0.089951;0.993927;0.066406
2106;0.086121;0.991043;0.074341
2107;0.074097;0.993729;0.094772
2108;0.081223;0.993988;0.089554
2109;0.089981;0.993301;0.081253
2110;0.092560;0.991089;0.071747
2111;0.085297;0.990799;0.062271
2112;0.096375;0.987213;0.064392
2113;0.085098;1.005188;0.066818
2114;0.087784;0.981003;0.070541
2115;0.103775;0.985123;0.066757
2116;0.080612;0.996536;0.053467
2117;0.088699;0.997147;0.044937
2118;0.084167;0.997681;0.057144
2119;0.090302;0.987122;0.056168
2120;0.095123;0.990295;0.059174
2121;0.090744;0.992905;0.047150
2122;0.099091;0.987717;0.049561
2123;0.086700;0.992447;0.052551
2124;0.090363;0.987381;0.062363
2125;0.095688;0.991974;0.057236
2126;0.086166;1.000183;0.060242
2127;0.081375;0.983093;0.059067
2128;0.103958;0.981293;0.059357
2129;0.080429;0.997772;0.051102
2130;0.086990;0.992706;0.063034
2131;0.085556;0.992889;0.070908
2132;0.081833;0.990707;0.074799
2133;0.091476;0.989914;0.069138
2134;0.080200;0.992996;0.059387
2135;0.084763;0.989532;0.063889
2136;0.083359;0.991577;0.064590
2137;0.088760;0.989578;0.067780
2138;0.081558;0.995865;0.061813
2139;0.098114;0.982574;0.062912
2140;0.079178;0.997086;0.065704
2141;0.083466;0.985184;0.068436
2142;0.110306;0.986053;0.064011
2143;0.085953;0.996597;0.052277
2144;0.089127;0.992203;0.069199
2145;0.090958;0.987457;0.077728
2146;0.086807;0.990067;0.083633
2147;0.097122;0.991028;0.081421
2148;0.087631;0.992676;0.065964
2149;0.095108;0.990875;0.070343
2150;0.092865;0.992035;0.073578
2151;0.093185;0.988647;0.076233
2152;0.092804;0.990677;0.070801
2153;0.091812;0.991959;0.065887
2154;0.090759;0.997925;0.066650
2155;0.105225;0.984543;0.060379
2156;0.103714;0.995544;0.062653
2157;0.092682;0.995071;0.062561
2158;0.090103;0.989166;0.071014
2159;0.087341;0.994095;0.075043
2160;0.087494;0.990021;0.070663
2161;0.086288;0.990997;0.065750
2162;0.096542;0.994904;0.056213
2163;0.094986;0.995544;0.055389
2164;0.092224;0.990311;0.052673
2165;0.089630;0.990311;0.053131
2166;0.096436;0.988464;0.059525
2167;0.102325;0.993210;0.060303
2168;0.090698;0.989594;0.060074
2169;0.107864;0.985153;0.060867
2170;0.092957;0.994446;0.047241
2171;0.093262;0.992142;0.053131
2172;0.103500;0.985443;0.059540
2173;0.096542;0.994431;0.055008
2174;0.102661;0.989471;0.059540
2175;0.103226;0.993225;0.046417
2176;0.102859;0.992538;0.049316
2177;0.100098;0.993408;0.057312
2178;0.093369;0.991257;0.056961
2179;0.101410;0.989273;0.055328
2180;0.099854;1.003510;0.060928
2181;0.090973;0.982025;0.061783
2182;0.093948;0.988129;0.060699
2183;0.096130;0.999222;0.058060
2184;0.090775;0.998047;0.057632
2185;0.097992;0.982605;0.058914
2186;0.092285;0.988998;0.060349
2187;0.104828;0.988068;0.065781
2188;0.095032;0.990265;0.061218
2189;0.083191;0.990509;0.050537
2190;0.097687;0.992538;0.057037
2191;0.094666;0.987152;0.057648
2192;0.094406;0.989899;0.049774
2193;0.078583;1.006088;0.048798
2194;0.088608;0.997086;0.048767
2195;0.102722;0.983643;0.060074
2196;0.077881;0.997116;0.055359
2197;0.096237;0.993027;0.056503
2198;0.087036;0.992905;0.061981
2199;0.089920;0.988800;0.062775
2200;0.085190;0.994095;0.057770
2201;0.089584;0.992798;0.061859
2202;0.084229;0.993378;0.061111
2203;0.087952;0.990189;0.067184
2204;0.091827;0.996048;0.064392
2205;0.085449;0.998428;0.067780
2206;0.082840;0.990967;0.065338
2207;0.103806;0.986099;0.067856
2208;0.088226;0.993881;0.061234
2209;0.092834;0.995132;0.058868
2210;0.092545;0.987289;0.065063
2211;0.090668;0.993408;0.067169
2212;0.090607;0.987518;0.066574
2213;0.090546;0.991714;0.067764
2214;0.087936;0.992020;0.066742
2215;0.092224;0.990631;0.071304
2216;0.090622;0.990265;0.075470
2217;0.095627;0.984100;0.070999
2218;0.089294;0.997375;0.069611
2219;0.088577;0.985352;0.065460
2220;0.103668;0.990646;0.063019
2221;0.091492;0.995544;0.064331
2222;0.096817;0.989670;0.065125
2223;0.090042;0.990891;0.071365
2224;0.088242;0.988266;0.075958
2225;0.093521;0.991180;0.069504
2226;0.091400;0.994186;0.060730
2227;0.093796;0.991882;0.066467
2228;0.090759;0.989304;0.072250
2229;0.095871;0.988922;0.079422
2230;0.092667;0.994293;0.067932
2231;0.097397;0.994736;0.063141
2232;0.084381;0.993561;0.060165
2233;0.092987;0.986130;0.071411
2234;0.089828;0.991379;0.070419
2235;0.080994;0.999237;0.072723
2236;0.084564;0.992294;0.069824
2237;0.080231;0.987335;0.069412
2238;0.097580;0.991928;0.071655
2239;0.078445;0.986877;0.056976
2240;0.072113;0.998276;0.067047
2241;0.074509;0.996872;0.065720
2242;0.091782;0.988327;0.070145
2243;0.116623;0.984726;0.062698
2244;0.125366;0.985672;0.052002
2245;0.106659;0.989212;0.046600
2246;0.078232;1.001053;0.055786
2247;0.057419;0.997787;0.069199
2248;0.073792;0.987854;0.062866
2249;0.111496;0.980118;0.060776
2250;0.111832;0.992340;0.058960
2251;0.112869;0.979721;0.042953
2252;0.090942;0.998932;0.036331
2253;0.063599;1.004059;0.057022
2254;0.078445;0.991791;0.055450
2255;0.075928;0.996078;0.062408
2256;0.084961;0.989517;0.059158
2257;0.090775;0.995239;0.055374
2258;0.068451;0.991287;0.028549
2259;0.089890;0.994965;0.032791
2260;0.104004;0.986786;0.034271
